ACCEPT	Tamam
MINI_BOSS_DUNGEON_TOOTIP_08	Ödülüm
MINI_BOSS_TITLE	Zodyak kıyameti
MINI_GAME_BLACK_AND_WHITE_DONATE	Bağışlar
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Kahin Yarışması
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Sıralama Listesi
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Ödüller
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Başla
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Kahin Yarışması
MINI_GAME_CATCHKING_CHALLENGE	Girdi
MINI_GAME_CATCHKING_HELP_TEXT	Kurallar
MINI_GAME_CATCHKING_HIGH_SCORE	En yüksek skor
MINI_GAME_CATCHKING_MYNUMBER	Kartım
MINI_GAME_CATCHKING_POPUP_CONFIRM	Pop-Up açık/kapalı
MINI_GAME_CATCHKING_RETRY	Yeniden oyna
MINI_GAME_CATCHKING_REWARD	Ödülün
MINI_GAME_CATCHKING_SCORE	Puan
MINI_GAME_CATCHKING_SELECTION_NUMBER	Açılan kartlar
MINI_GAME_CATCHKING_START_TEXT	Başla
MINI_GAME_CATCHKING_TITLE	Kralı yakala
MINI_GAME_FISH_HELP_TEXT	Yardım
MINI_GAME_FISH_START_TEXT	Başla
MINI_GAME_FISH_TITLE	Balık yapboz oyunu
MINI_GAME_RUMI_DISCARD_TEXT	Güvenli Mod
MINI_GAME_RUMI_EXIT	Bitir
MINI_GAME_RUMI_LBUTTON_DESC	Kartı sola tıklayarak ekle
MINI_GAME_RUMI_RBUTTON_DESC	Kartı sağa tıklayarak sil
MINI_GAME_RUMI_SCORE	Puan
MINI_GAME_RUMI_START_TEXT	Başla
MINI_GAME_RUMI_TITLE	Okey Kart Oyunu
MINI_GAME_YUTNORI_COM_TEXT	Bilgisayar
MINI_GAME_YUTNORI_PLAYER_TEXT	Oyuncular
MINI_GAME_YUTNORI_PROBABILITY	Olasılık
MINI_GAME_YUTNORI_PROB_DESC	Daha yüksek bir olasılık kazandırmak için bir Yut atışı seç.
MINI_GAME_YUTNORI_REMAIN_COUNT	Hamleler
MINI_GAME_YUTNORI_REWARD_TEXT	Ödül
MINI_GAME_YUTNORI_SCORE	Puan durumu
MINI_GAME_YUTNORI_START_TEXT	Başla
MINI_GAME_YUTNORI_THROW	At
MINI_GAME_YUTNORI_TITLE	Yutnori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Ge
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Back-do
MISTS_ISLAND_EMPIRE_NAME	Krallık adı
MISTS_ISLAND_EMPIRE_SCORE	Krallık puanı
MISTS_ISLAND_END_TIME	Bitiş tarihi
MISTS_ISLAND_EXIT	Vazgeç
MISTS_ISLAND_INFO_TEXT	Rütbe ve durum bilgisi
MISTS_ISLAND_RANK	Rütbe
MISTS_ISLAND_SCORE	Puan
MISTS_ISLAND_TITLE_RANK	Rütbe ve durumla ilgili bilgi
MISTS_ISLAND_TITLE_SCORE	Genel görünüm
MONSTER_CARD_ACHIEV_BONUS	Başarılar
MOUNT_UPGRADE_SYSTEM_DISABLE_GIVE_FEED_BUTTON_POPUP_MESSAGE	Atı artık besleyemezsin.
MOUNT_UPGRADE_SYSTEM_GIVE_FEED	Atı besle
MOUNT_UPGRADE_SYSTEM_GIVE_FEED_BUTTON_POPUP_MESSAGE	Seviyeyi artırmak için tüm at yemlerini dağıt.
MOUNT_UPGRADE_SYSTEM_GIVE_FEED_NOT_ENOUGH	Yetersiz at yemi
MOUNT_UPGRADE_SYSTEM_LEVEL_UP	Seviyeyi artır
MOUNT_UPGRADE_SYSTEM_TITLE	At seviyesini artır
MOUSEBUTTON_ATTACK	Saldırı
MOUSEBUTTON_AUTO_ATTACK	Otomatik Saldırı
MOUSEBUTTON_CAMERA	Kamera
MOUSEBUTTON_SKILL	Beceriler
MUSICLIST_TITLE	Müzik Seçimi
MYSHOP_DECO_CANCEL	Kapat
MYSHOP_DECO_DEFAULT	Standart
MYSHOP_DECO_NEXT	Devam
MYSHOP_DECO_OK	Bitir
MYSHOP_DECO_PREV	Geri
MYSHOP_DECO_SELECT_MODEL	Marketinin görünümünü seç.
MYSHOP_DECO_SELECT_TITLE	Başlığının görünümünü seç.
NO	Hayır
NPC_HELPER_ATLAS_EXPAND_BUTTON_TOOLTIP	Karakter bulucuyu göster
NPC_HELPER_ATLAS_SHRINK_BUTTON_TOOLTIP	Karakter bulucuyu kapat
NPC_HELPER_ATLAS_SWITCH_TO_NPC_LOCATION_HELPER_BUTTON_TOOLTIP	Harita karakter bulucuya geçer
NPC_HELPER_ATLAS_SWITCH_TO_SMALL_BUTTON_TOOLTIP	Eski harita moduna geri döner
NPC_HELPER_ATLAS_TITLE	Büyük harita
NPC_HELPER_NPC_INFO_CONQUEROR_LEVEL	F. Sv
NPC_HELPER_NPC_INFO_LEVEL	Sv
NPC_HELPER_NPC_INFO_MENU_NPC_LIST	Karakterler
NPC_HELPER_NPC_INFO_MENU_SELECT_CATEGORY	Bölge seç
NPC_HELPER_NPC_INFO_MENU_SELECT_MAP	Harita seç
NPC_HELPER_NPC_INFO_TITLE	Karakter bulucu
NPC_LOCATION_HELPER_MAP_CATEGORY_EMPIRE_DUNGEON	Zindanlar
NPC_LOCATION_HELPER_MAP_CATEGORY_EMPIRE_FIELD	Krallıklar
NPC_LOCATION_HELPER_MAP_CATEGORY_EVIL_DRAGON_TERRITORY	Karanlık Ejderha Kayası
NPC_LOCATION_HELPER_MAP_CATEGORY_LABYRINTH	Yanılsama Platosu
NPC_LOCATION_HELPER_MAP_CATEGORY_NEUTRAL	Tarafsız Bölgeler
NPC_LOCATION_HELPER_MAP_CATEGORY_NEW_WORLD_DUNGEON	Yohara'daki Zindanlar
NPC_LOCATION_HELPER_MAP_CATEGORY_NEW_WORLD_FIELD	Yohara
NPC_LOCATION_HELPER_MOB_INFO_DROP_ITEM_INFO	Olası ganimetler
NPC_LOCATION_HELPER_MOB_INFO_MOB_INFO	Canavar
NPC_LOCATION_HELPER_MOB_INFO_TITLE	Canavar Rehberi
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_ACCEPT	Kabul edilen
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_COMPLETE	Tamamlandı
NPC_LOCATION_HELPER_QUEST_PROGRESS_STATE_PROGRESS	Etkin
NPC_LOCATION_HELPER_TOOLTIP_DROP_ITEM_INFO	Canavar Rehberi: Belirli canavarlardan ne tür ganimetler alabileceğini gösterir.
NPC_LOCATION_HELPER_TOOLTIP_GUILD_LAND	Lonca Bölgesi: Bilgiler güncelleniyor. Dakikada 1x kullanılabilir.
NPC_LOCATION_HELPER_TOOLTIP_MOB_INFO_SEARCH_BUTTON	Aramak istediğiniz canavarı seç ve bölgesini görüntülemek için simgeye tıkla. Bunu yapmak için canavar bulucuyu etkinleştirmelisin.
NPC_LOCATION_HELPER_TOOLTIP_MY_LOCATION	Konuma geri dön: Bulunduğun haritayı tekrar gösterir. Aynı haritadaysan görüntüleme karakterine odaklanacaktır.
NPC_LOCATION_HELPER_TOOLTIP_SCALE_DOWN	Uzaklaştır
NPC_LOCATION_HELPER_TOOLTIP_SCALE_UP	Yakınlaştır
OK	Tamam
OPPOSITES	Reddet
OPTION_ALWAYS_SHOW_NAME	Isim
OPTION_ALWAYS_SHOW_NAME_OFF	Sınırlı
OPTION_ALWAYS_SHOW_NAME_ON	Her Zaman
OPTION_ATTACKED_MOTION	Animasyonlar
OPTION_ATTACKED_MOTION_ALL	Normal
OPTION_ATTACKED_MOTION_ALL_DESC	Tüm yakın dövüş animasyonları gösterilir.
OPTION_ATTACKED_MOTION_SELF	Performans
OPTION_ATTACKED_MOTION_SELF_DESC	Belirli yakın dövüş animasyonları, karakter ve hedef dışında herkes için görüntülenmez.
OPTION_BLOCK	Engelle
OPTION_BLOCK_EXCHANGE	Ticaret
OPTION_BLOCK_FRIEND	Arkadaşlar
OPTION_BLOCK_GUILD	Lonca
OPTION_BLOCK_PARTY	Grup
OPTION_BLOCK_PARTY_REQUEST	Rica
OPTION_BLOCK_WHISPER	Fısıltı
OPTION_CAMERA_DISTANCE	Kamera
OPTION_CAMERA_DISTANCE_LONG	Uzak Mesafe
OPTION_CAMERA_DISTANCE_SHORT	Kısa Mesafe
OPTION_DELETE_MOBILE_BUTTON	Cep Telefonu Numaranı Sil
OPTION_EFFECT	Önemli Bilgiler
OPTION_ENV_EFFECT	Çevre
OPTION_ENV_EFFECT_OFF	Off
OPTION_ENV_EFFECT_ON	On
OPTION_FOG	Sis
OPTION_FOG_DENSE	Yoğun
OPTION_FOG_LIGHT	Hafif
OPTION_FOG_MIDDLE	Normal
OPTION_FOG_OFF	Kapalı
OPTION_FOG_ON	Açık
OPTION_INPUT_MOBILE_BUTTON	Cep Telefonu Numarası Gir
OPTION_KEY_SETTING	Klavye
OPTION_LANGUAGE_CHANGE	Uygula
OPTION_LANGUAGE_SELECT	Dil
OPTION_LOOTING_SETTING	Ganimet
OPTION_MOBILE	Cep Telefonu
OPTION_MOB_INFO	Canavar Bil.
OPTION_MOB_INFO_AGGR	Saldırgan
OPTION_MOB_INFO_LEVEL	Seviye
OPTION_MUSIC	Müzik
OPTION_MUSIC_CHANGE	Değiştir
OPTION_MUSIC_DEFAULT_THEMA	Metin2 Standart Müziği
OPTION_NAME_COLOR	İsim rengi
OPTION_NAME_COLOR_EMPIRE	Ülke Rengi
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Gece
OPTION_NIGHT_MODE_OFF	Off
OPTION_NIGHT_MODE_ON	On
OPTION_PVPMODE	PvP Modu
OPTION_PVPMODE_FREE	Serbest
OPTION_PVPMODE_FREE_TOOLTIP	Tüm oyunculara saldırma izni var.
OPTION_PVPMODE_GUILD	Lonca
OPTION_PVPMODE_GUILD_TOOLTIP	Lonca üyeleri hariç tüm oyunculara saldırma izni var.
OPTION_PVPMODE_PEACE	Barış
OPTION_PVPMODE_PEACE_TOOLTIP	Kendi krallığının oyuncularına saldıramazsın.
OPTION_PVPMODE_REVENGE	Düşman
OPTION_PVPMODE_REVENGE_TOOLTIP	Sadece farklı ülkelerden olanlara saldırabilirsiniz.
OPTION_SALESTEXT	Market İsmi
OPTION_SALESTEXT_VIEW_OFF	Gizle
OPTION_SALESTEXT_VIEW_ON	Göster
OPTION_SETTING	Aç
OPTION_SHADOW_QUALITY	Gölge kalitesi
OPTION_SHADOW_QUALITY_AVERAGE	Orta
OPTION_SHADOW_QUALITY_AVERAGE_TOOLTIP	Orta gölge kalitesi
OPTION_SHADOW_QUALITY_BAD	Düşük
OPTION_SHADOW_QUALITY_BAD_TOOLTIP	Düşük gölge kalitesi
OPTION_SHADOW_QUALITY_GOOD	Yüksek
OPTION_SHADOW_QUALITY_GOOD_TOOLTIP	Yüksek gölge kalitesi
OPTION_SHADOW_TARGET	Hedefin gölgesi
OPTION_SHADOW_TARGET_ALL	4
OPTION_SHADOW_TARGET_ALL_TOOLTIP	Tüm hedefler için gölge
OPTION_SHADOW_TARGET_GROUND	2
OPTION_SHADOW_TARGET_GROUND_AND_SOLO	3
OPTION_SHADOW_TARGET_GROUND_AND_SOLO_TOOLTIP	Arka plan gölgesi ve oyuncu gölgesi
OPTION_SHADOW_TARGET_GROUND_TOOLTIP	Arka plan gölgesi
OPTION_SHADOW_TARGET_NONE	1
OPTION_SHADOW_TARGET_NONE_TOOLTIP	Gölge yok
OPTION_SNOW_MODE	Kar Yağışı
OPTION_SNOW_MODE_OFF	Off
OPTION_SNOW_MODE_ON	On
OPTION_SNOW_TEXTURE_MODE	Kar
OPTION_SNOW_TEXTURE_MODE_OFF	Off
OPTION_SNOW_TEXTURE_MODE_ON	On
OPTION_SOUND	Efektler
OPTION_TARGET_BOARD	Hedef Tahtası
OPTION_TARGET_BOARD_NO_VIEW	Kapat
OPTION_TARGET_BOARD_VIEW	Göster
OPTION_TITLE	Seçenekler
OPTION_VIEW_CHAT	Sohbet Satırı
OPTION_VIEW_CHAT_OFF	Gizle
OPTION_VIEW_CHAT_ON	Göster
OTHER_WORLD_COUNT_TEXT	Miktar
OTHER_WORLD_DEAD_SOUL_TEXT	Ölü Ruhu
OTHER_WORLD_DROP_DOWN_X1	x1
OTHER_WORLD_DROP_DOWN_X5	x5
OTHER_WORLD_DROP_DOWN_X10	x10
OTHER_WORLD_EVENT_TIME_TEXT	Öbür Dünyanın kaybolmasına kalan gün sayısı
OTHER_WORLD_EVENT_TITLE	Öbür Dünyaya Seyahat
OTHER_WORLD_EVE_EVENT_TIME_TEXT	Portalın açılmasına kalan gün sayısı
OTHER_WORLD_EXCHANGE_MENU_TEXT	Değişim
OTHER_WORLD_EXCHANGE_TEXT	Değişim
OTHER_WORLD_EXIT_BUTTON	Çık
OTHER_WORLD_HELL_GATE_KEY_TEXT	Asmodeus Anahtarı
OTHER_WORLD_ITEM_NAME_TEXT	Eşya
OTHER_WORLD_LIFE_AND_DEATH_LIST_TEXT	Siyah Mektup
OTHER_WORLD_NEED_TEXT	Gereken
OTHER_WORLD_REINCARNATION_WATER_TEXT	Hayat Suyu
OTHER_WORLD_SLASH_TEXT	/
OTHER_WORLD_WISP_BOARD_TITLE	Ölü Alevi Sayısı
PARTY_MATCH_TEXT_DUNGEON_NAME	Zindan
PARTY_MATCH_TEXT_DUNGEON_SELECT	Zindan seç
PARTY_MATCH_TEXT_ENTREE_LEVEL	Seviye: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Seviye talebi
PARTY_MATCH_TEXT_REQUEST_MATCH	Arama
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	İptal
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Eşya talebi
PARTY_MEMBER_INFO_NAME	Grup Üyesinin İsmi
PASSIVE_ATTR_ACTIVATE_BUTTON	Etkinleştir
PASSIVE_ATTR_UI_ADD_BUTTON	Ekle
PASSIVE_ATTR_UI_CHARGE_BUTTON	Yükle
PASSIVE_ATTR_UI_TITLE	Kalıntı bonusu
PASSWORD_DESC_1	Depoyu açmak için,
PASSWORD_DESC_2	şifreyi gir.
PASSWORD_DESC_3	Şifreni değiştirdin mi?
PASSWORD_DESC_4	Değiştirmediysen şifren şudur: "000000".
PASSWORD_DESC_5	Şifreni depoda değiştir.
PASSWORD_TITLE	Şifre Kaydetme
PET_AGE_TEXT	Pet yaşı
PET_ATTR_CHANGE_ITEM_TEXT	Pet efsunla
PET_ATTR_CHANGE_TITLE	Pet tipini değiştir
PET_ATTR_CONFIRMATION	Değiştir
PET_ATTR_DETERMINE_TITLE	Yeni pet tipi
PET_ATTR_OK	Kapat
PET_CHANGE_TEXT	Pet
PET_FEED_TITLE	Besle
PET_FEED_TITLE_EVOLVE	Geliştir
PET_FEED_TITLE_EXP	Eşya EXP
PET_FFED_BUTTON_TEXT	Besle
PET_HATCHING_BUTTON	Yumurtadan çık
PET_HATCHING_NIK	Pet adı
PET_HATCHING_WINDOW_TITLE	Kuluçka Makinesi
PET_INFORMATION_ABILITIES	Bonuslar
PET_INFORMATION_AGE	Yaş
PET_INFORMATION_COSTUME_BONUS	Kostüm Bonusu
PET_INFORMATION_DEFENCE	Savunma
PET_INFORMATION_EVOL_BUTTON	Gelişme
PET_INFORMATION_EXP	Tecrübe
PET_INFORMATION_EXP_BUTTON	Nesne EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Seviye
PET_INFORMATION_LIFE	Süre
PET_INFORMATION_LIFETIME_BUTTON	Besle
PET_INFORMATION_LIFE_TIME	Saat
PET_INFORMATION_SKILL	Beceri
PET_INFORMATION_SP	SP
PET_INFORMATION_TITLE	Pet
PET_NAME_CHANGE_BUTTON	Değiştir
PET_NAME_CHANGE_WINDOW_TITLE	İsmi değiştir
PET_POTENTIAL_TITLE	Potansiyel
PET_REVIVE_BUTTON	Dirilt
PET_REVIVE_CANCEL_BUTTON	İptal et
PET_REVIVE_MATERIAL_TITLE	Malzeme
PET_REVIVE_REUSLT_TEXT	Sonuç
PET_REVIVE_TARGET	Diriltilecek pet
PET_REVIVE_TITLE	Pet diriltme
PICK_MONEY_TITLE	Bölmek
POPUP_NOTICE_BUTTON_TEXT	Görevler ve daha fazlası
PREMIUM_PRIVATE_SHOP	Kişisel premium dükkan
PREMIUM_PRIVATE_SHOP_ITEM_TAKE_OUT	Eşyayı al
PREMIUM_PRIVATE_SHOP_MODIFY_BUTTON	Yönet
PREMIUM_PRIVATE_SHOP_NOTICE_MODIFY	Kişisel dükkan şu anda yönetiliyor.
PREMIUM_PRIVATE_SHOP_NOTICE_NONE	Kişisel dükkan açık değil.
PREMIUM_PRIVATE_SHOP_NOTICE_NO_TICKET	Bilet yok
PREMIUM_PRIVATE_SHOP_NOTICE_OPEN	Kişisel dükkan açık.
PREMIUM_PRIVATE_SHOP_REMAIN_TEXT_ICON	Kalan süre
PREMIUM_PRIVATE_SHOP_REOPEN_BUTTON	Aç
PREMIUM_PRIVATE_SHOP_SHOP_CLOSE_BUTTON	Dükkanı kapat
PREMIUM_PRIVATE_SHOP_TAX_ADJUSTMENT_BUTTON	Al
PREMIUM_PRIVATE_SHOP_TAX_ADJUSTMENT_DIALOG_TITLE	Al
PREMIUM_PRIVATE_SHOP_TITLE	Kişisel dükkan
PREMIUM_PRIVATE_SHOP_WON_ICON	Alınabilir Won
PREMIUM_PRIVATE_SHOP_YANG_ICON	Alınabilir Yang
PRIVATESHOPSEARCH_BUY	Satın al
PRIVATESHOPSEARCH_COUNT	Miktar
PRIVATESHOPSEARCH_ITEMNAME	İsim
PRIVATESHOPSEARCH_ITEMTYPE	Nesneler
PRIVATESHOPSEARCH_JOB	Sınıf
PRIVATESHOPSEARCH_LEVEL	Seviye
PRIVATESHOPSEARCH_PRICE	Fiyat
PRIVATESHOPSEARCH_REFINE	Nesne Seviyesi
PRIVATESHOPSEARCH_SEARCH	Arama
PRIVATESHOPSEARCH_SEARCH_BAR	Ara
PRIVATESHOPSEARCH_SELECT	Seç
PRIVATESHOPSEARCH_SELLER	Satıcı
PRIVATE_SHOP_CLOSE_BUTTON	Dükkanı kapat
PRIVATE_SHOP_NAME	Dükkan ismi
PRIVATE_SHOP_SEARCH_BY_VNUM_BOARD_TITLE	Tüm sonuçlar
PRIVATE_SHOP_SEARCH_BY_VNUM_CANCEL_BUTTON_TEXT	İptal et
PRIVATE_SHOP_SEARCH_BY_VNUM_SEARCH_BUTTON_TEXT	Ara
PRIVATE_SHOP_TITLE	Özel dükkan aç
QUEST_UI_TEXT_COLLECTION	Biyolog görevleri
QUEST_UI_TEXT_DAILY	Günlük görev
QUEST_UI_TEXT_EVENT	Etkinlik görevleri
QUEST_UI_TEXT_LEVELUP	Av görevi
QUEST_UI_TEXT_MAIN	Genel görevler
QUEST_UI_TEXT_SCROLL	Görev kitabı görevleri
QUEST_UI_TEXT_SUB	Yan görevler
QUEST_UI_TEXT_SYSTEM	Oyun görevleri
RAMADAN_EVENT_TITL	Ramazan Etkinliği
REFINE_COST	Yükseltme Ücreti: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Maliyetler
REFINE_ELEMENT_CHANGE_DARK	Karanlık
REFINE_ELEMENT_CHANGE_EARTH	Dünya
REFINE_ELEMENT_CHANGE_ELECT	Şimşek
REFINE_ELEMENT_CHANGE_FIRE	Ateş
REFINE_ELEMENT_CHANGE_ICE	Buz
REFINE_ELEMENT_CHANGE_TITLE	Elementi değiştir
REFINE_ELEMENT_CHANGE_WIND	Rüzgar
REFINE_ELEMENT_DOWNGRADE_TITLE	Rütbe düşüşü
REFINE_ELEMENT_UPGRADE_TITLE	Geliştirme
REFINE_INFO	Başarılı bir geliştirme olasılığı: %100
REFINE_MONEY	Arındırma Ücreti
REFINE_SELECT	Arındırma
REFINE_TTILE	Yükseltme
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Vazgeç
RESTART_HERE	Burada yeniden başla
RESTART_IMMEDIATE	Reenkarnasyon
RESTART_TOWN	Şehirde yeniden başla
ROULETTE_SPECIAL_TITLE	Ödüller (%s)
ROULETTE_SPIN_TEXT1	ÇEVİR
ROULETTE_SPIN_TEXT2	50 Ruh
ROULETTE_SPIN_TEXT3	250.000 Yang
ROULETTE_TITLE	Ödüller
SAFE_CHANGE_PASSWORD	Şifre Değiştir
SAFE_TITLE	Depo
SELECT_ATTR_CHANGED	Yeni
SELECT_ATTR_CURRENT	Eski
SELECT_ATTR_SELECT	Seç
SELECT_ATTR_TITLE	Efsun Nesnesi+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Oluştur
SELECT_DELETE	Sil
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Krallık İsmi
SELECT_EXIT	Çıkış
SELECT_HP	HP
SELECT_LEVEL	Seviye
SELECT_METIN_STONE_TITLE	Zihin Taşı Seç
SELECT_NAME	Isim
SELECT_NO_GUILD	Lonca Yok
SELECT_ORIGIN_STAT	Başlangıç Noktası
SELECT_PLAYTIME	Oyun Süresi
SELECT_SELECT	Başla
SELECT_SP	INT
SELECT_SUNGMA_STAT	SungMa İradesi
SELECT_TITLE	Başlık Seç
SHOP_BUY	Satın Al
SHOP_SELL	Sat
SHOP_TITLE	Dükkan
SKILL_SUPPORT_TITLE	Standart Beceriler
SNOWFLAKE_STICK_EVENT_EXCHANGE_BUTTON_TEXT	Takas
SNOWFLAKE_STICK_EVENT_EXCHANGE_PAGE_SUBTITLE_1	1 Kar Tanesi Değneği ile takas et
SNOWFLAKE_STICK_EVENT_EXCHANGE_PAGE_SUBTITLE_2	Etkinlik sırasında 3x takas edebilirsin.
SNOWFLAKE_STICK_EVENT_EXCHANGE_REWARD_BUTTON_TEXT	Ödüller
SNOWFLAKE_STICK_EVENT_TITLE	Kar Tanesi Etkinliği
SNOWFLAKE_STICK_EVENT_TOOLTIP_HELP_BUTTON_1	24 saat içinde 5x takas edebilirsin. Sıfırlanana kadar kalan süre:
SNOWFLAKE_STICK_EVENT_TOOLTIP_HELP_BUTTON_2	24 saat içinde 5x takas edebilirsin. Sıfırlanana kadar kalan süre: -
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW	12 Kartopu ve 12 Kardan Adam Dalı topla ve bir Kar Tanesi Değneği ile takas et.
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW_MOUNT	15 Kar Tanesi Değneği ile takas edilebilir.
SNOWFLAKE_STICK_EVENT_TOOLTIP_RIGHT_ARROW_PET	15 Kar Tanesi Değneği ile takas edilebilir.
SNOWFLAKE_STICK_EVENT_TOOLTIP_SNOW_BALL	Kar Tanesi Sihri aktifken canavarları yenerek kartopu elde edebilirsin.
SNOWFLAKE_STICK_EVENT_TOOLTIP_TITLE_SNOW_BALL	Kartopu
SNOWFLAKE_STICK_EVENT_TOOLTIP_TITLE_TREE_BRANCH	Kardan Adam Dalı
SNOWFLAKE_STICK_EVENT_TOOLTIP_TREE_BRANCH	Kar Tanesi Sihri aktifken canavarları yenerek kardan adamı dalları elde edebilirsin.
STEP	Saflık Derecesi
STEP_SELECT	Saflık Derecesi
STRENGTH	Güçlendirme
STRENGTH_SELECT	Seviye
STRUCTURE_VIEW_MODE	Dekorasyon
STRUCTURE_VIEW_TYPE_STRUCTURE	Dekoru gizle
SUNGHAHEE_TOWER_CLEAR	Başardın
SUNGMAHEE_GATE_ACHIEV_COUNT	Kupa sayısı
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_GET_REWARD	Ödül al
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_REWARD_LIST	Ödül listesi
SUNGMAHEE_GATE_TITLE	SungMa İstila Portalı
SUNGMAHEE_GATE_TITLE_ACHIEV	Kupalar
SUNGMAHEE_GATE_TITLE_REWARD	Kupa ödülü
SUNGMAHEE_TOWER_DUNGEON_ENTER_QUESTION	%d. kata girmek istiyor musun?
SUNGMAHEE_TOWER_DUNGEON_EXIT_QUESTION	Meydan okumayı iptal etmek istiyor musun?
SUNGMAHEE_TOWER_ELEMENT_ALL	Tümü
SUNGMAHEE_TOWER_ELEMENT_DARK	Karanlık
SUNGMAHEE_TOWER_ELEMENT_EARTH	Dünya
SUNGMAHEE_TOWER_ELEMENT_ELEC	Şimşek
SUNGMAHEE_TOWER_ELEMENT_FIRE	Ateş
SUNGMAHEE_TOWER_ELEMENT_ICE	Buz
SUNGMAHEE_TOWER_ELEMENT_TITLE	Kattaki elementler
SUNGMAHEE_TOWER_ELEMENT_WIND	Rüzgar
SUNGMAHEE_TOWER_ENTER_BUTTON	Gir
SUNGMAHEE_TOWER_ENTER_TITLE	Sung Mahi'nin Cehennem Kulesi
SUNGMAHEE_TOWER_EXIT_BUTTON	Çık
SUNGMAHEE_TOWER_INFO_BOARD_FLOOR	K%d
SUNGMAHEE_TOWER_MISSION_TYPE_ALL_KILL_MOB_PAUSE_SPECIAL	Tüm canavarları ve şeytan taşlarını alt et!
SUNGMAHEE_TOWER_MISSION_TYPE_BOSS	Tüm canavarları öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_CHESS_FAIL	Tüm canavarları öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_COMPLETE	Görev tamamlandı
SUNGMAHEE_TOWER_MISSION_TYPE_CORRECT_ITEM_USE	Anahtarı bul ve kaç!
SUNGMAHEE_TOWER_MISSION_TYPE_DEBUFF_RELEASE	Tüm canavarları öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_FINDING_RIGHT_MATCH_METIN_STONE	Lanetli Metini imha et!
SUNGMAHEE_TOWER_MISSION_TYPE_FINDING_RIGHT_MATCH_METIN_STONE_FAIL	Tüm canavarları öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_MONSTER_CHESS	Birbirine ait olmayan bir canavar çiftini öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_NORMAL	Tüm canavarları öldür!
SUNGMAHEE_TOWER_MISSION_TYPE_SEAL_RELEASE	Mühür taşlı mührü kır!
SUNGMAHEE_TOWER_MISSION_TYPE_STAIRS	Bir sonraki kata giden basamakları tırman!
SUNGMAHEE_TOWER_MISSION_TYPE_SURVIVE	Tüm saldırıları savuştur!
SUNGMAHEE_TOWER_MY_RANK_TITLE	Rütbe
SUNGMAHEE_TOWER_REWARD_INFO_TITLE	Ödüller
SYSTEMOPTION_TITLE	Sistem Seçenekleri
SYSTEM_CANNOT_CONTROL_AND_ESCAPTE	Serbest bırak
SYSTEM_CHANGE	Karakter Değişikliği
SYSTEM_EXIT	Oyun Sonu
SYSTEM_HELP	Yardım
SYSTEM_LOGOUT	Çıkış
SYSTEM_MALL	Nesne Market
SYSTEM_MOVE_CHANNEL	Kanal değiştir
SYSTEM_OPTION	Sistem Seçenekleri
TASKBAR_CHARACTER	Karakter
TASKBAR_CHAT	Sohbet Penceresi [Enter]
TASKBAR_COMMUNITY	Topluluk
TASKBAR_DISABLE	Devre dışı
TASKBAR_DRAGON_SOUL	Ejderha Taşı Simyası
TASKBAR_EXPAND	Paneli genişlet
TASKBAR_INVENTORY	Envanter
TASKBAR_MESSENGER	Arkadaşlar [Alt+M]
TASKBAR_MONEY_EXPAND	Sermaye
TASKBAR_NEXT_QUICKSLOT	Sonraki Hızlı Giriş Alanı [Shift+Number, Alt]
TASKBAR_PET_INFO	Pet Bilgisi
TASKBAR_PREV_QUICKSLOT	Önceki Quickslot
TASKBAR_SYSTEM	Seçenekler[ESC]
TITLE_SYSTEM_UI_BUTTON_APPLY	Ünvan kuşan
